objid,u,g,r,i,z,ra,dec
1237663784199127286,18.252245,16.463778,15.556966,15.08814,14.681126,4.00027474,0.17939423
1237657192517599426,20.883007,19.740295,18.885065,18.442295,18.095617,4.01425058,1.17442549
1237672796109013221,25.246515,21.04092,19.106451,18.339693,17.996321,4.0146024,-8.76768511
1237663784199127313,19.916914,18.52187,17.708124,17.310757,16.945293,4.01632918,0.14710869
1237663784199127938,24.601942,20.835314,19.139187,18.430595,17.973045,4.03328452,0.06441209
1237663783125385416,20.486305,19.549492,18.942272,18.587435,18.522251,4.03339745,-0.81095358
1237673017835454806,19.780241,18.225136,17.647593,17.300966,17.07551,4.04977159,-11.14188522
1237653650762957223,25.708603,20.978481,19.023338,18.282442,17.818501,4.05506033,14.04713263
1237663782588580318,25.393335,21.099585,19.259581,18.643574,18.247841,4.05794187,-1.08907796
1237663783662321879,23.360302,20.75349,19.01659,18.395153,17.960323,4.05865101,-0.40350653
1237656494041661567,19.588629,18.780205,18.176317,17.766005,17.557613,4.06243983,13.78047536
1237652900212965523,18.740076,17.771877,17.4228,17.104671,17.101231,4.07034298,-10.25319415
1237653651299827905,21.916309,20.008106,18.360407,17.723993,17.295839,4.07240185,14.50517115
1237653650762957024,20.1541,18.502766,17.709423,17.375711,17.251514,4.07525014,14.10493932
1237652946916802597,22.712639,19.893637,18.231178,17.602539,17.307787,4.07946946,-10.56807419
1237672796109144555,24.325716,20.453058,18.875998,18.155645,17.70709,4.08432789,-9.11960689
1237657190370115817,18.075253,16.119827,15.209702,14.799439,14.471199,4.09042181,-0.5745593
1237672796109013252,19.679495,18.179312,17.49048,17.026173,16.779596,4.10096192,-8.82944472
1237672796109013296,19.106674,18.103914,17.545084,17.178253,16.926086,4.10619032,-8.83538704
1237672796109013296,19.106674,18.103914,17.545084,17.178253,16.926086,4.10619032,-8.83538704
1237657189833244815,19.342606,18.420353,18.126841,17.888397,17.846815,4.11451481,-1.03184341
1237656496189145723,22.165314,20.734179,18.900745,17.990507,17.482529,4.11926775,15.43283394
1237652946916802623,19.698963,18.434956,17.705818,17.16608,16.979393,4.12147565,-10.58655483
1237663784199192901,20.59388,18.581938,17.723288,17.270889,16.925406,4.12860667,0.0236683
1237657192517600036,25.113001,21.140942,19.386145,18.534107,18.142027,4.12957835,1.17067421
1237653653447311408,17.919344,16.190334,15.472296,15.099063,14.992663,4.13159576,16.19059204
1237657190370181323,21.139324,18.938128,17.458874,16.916367,16.611355,4.15591591,-0.46083744
1237663783662321842,19.175741,17.24309,16.350832,15.924397,15.610065,4.1564188,-0.39056969
1237657190370181326,18.924751,16.938707,16.009876,15.490322,15.183442,4.15907375,-0.47571323
1237657189833310468,20.036886,17.821739,16.59613,16.092888,15.713237,4.16184558,-1.03538367
1237653651299827919,21.904499,19.94145,18.308388,17.693619,17.321142,4.16226319,14.49298407
1237652946916803216,22.505922,20.614719,18.833817,18.256603,17.797153,4.16843213,-10.47443643
1237657190370181467,25.356461,20.347277,18.495564,17.863354,17.522282,4.17252141,-0.49573881
1237652946916868222,16.354589,15.153719,14.5221,14.195716,13.865844,4.1726973,-10.55278205
1237657190370181178,17.588863,15.589376,14.664466,14.229895,13.905121,4.17730745,-0.44543693
1237653651299827879,22.617447,19.805506,18.185593,17.554403,17.196474,4.17866305,14.52498295
1237657190907052071,18.873133,17.673243,17.03894,16.672649,16.41506,4.18588944,-0.10024806
1237657190370181533,19.369938,18.165533,17.735785,17.483665,17.380669,4.18810087,-0.51225714
1237663782588580009,20.660688,18.607092,17.391336,16.920712,16.559088,4.18830711,-1.1412734
1237656496726081612,19.918755,18.407436,17.693203,17.310568,17.032192,4.18966959,15.89407094
1237663782588580105,21.726925,19.616146,18.541903,18.076666,17.6462,4.18993154,-1.09784473
1237657192517664880,17.404268,15.511414,14.594296,14.252844,13.806082,4.19291205,1.21029871
1237663783125516714,25.01906,21.945736,20.260242,19.538116,19.173855,4.19390526,-0.67072543
1237656496726081621,18.806974,17.842289,17.512888,17.244287,17.190453,4.19997831,15.84640222
1237657191443923153,20.349342,18.698084,17.793779,17.267443,16.854885,4.20874557,0.27353587
1237657190370181390,18.562786,17.2959,16.701622,16.333015,16.096956,4.20971125,-0.44047188
1237663278466465922,20.830156,18.90177,17.688736,17.2334,16.888916,4.21193611,0.99062591
1237653652910506422,22.537628,21.674093,19.702652,18.576851,18.071339,4.21453732,15.70406647
1237657191980794258,23.705219,20.099684,18.5361,17.913267,17.538124,4.21784194,0.76015781
1237663277929595136,21.532898,19.428877,18.031021,17.464125,17.098072,4.24045178,0.52767225
1237663782588645622,20.176022,18.075459,16.890505,16.426638,16.075472,4.25294767,-1.22861274
1237657190370181474,20.705133,18.943701,17.694942,17.210787,16.837387,4.25965965,-0.58826172
1237652947990610054,20.935913,18.903051,17.906389,17.465961,17.106714,4.26383101,-9.67504683
1237652947990610055,19.612486,18.297518,17.644651,17.229149,17.018309,4.26850894,-9.68096987
1237678617419710598,18.454273,17.202456,16.618608,16.264862,16.025013,4.27527412,1.25743193
1237678617419710604,20.135033,18.549622,17.884857,17.460804,17.228312,4.28642014,1.25304362
1237663278466531382,20.30167,18.729671,17.572521,17.114302,16.753416,4.28961473,0.8584461
1237663782588645646,20.936811,18.877268,17.69923,17.225845,16.857059,4.30236776,-1.21703755
1237657191443988686,23.087133,20.916912,18.989796,18.266809,17.905493,4.31269727,0.21883099
1237653653447377181,23.11537,20.171587,18.42762,17.803537,17.352247,4.31566206,16.11881076
1237663277929660611,19.057405,17.84671,17.265152,16.930374,16.695738,4.32067414,0.53505221
1237652947453739183,18.669128,17.23715,16.535046,16.131443,15.857321,4.32141175,-10.10218161
1237652900749967777,27.049631,20.594246,18.738071,18.085787,17.674116,4.32495915,-9.88127391
1237673019445215399,23.349148,19.733398,18.169039,17.574949,17.165129,4.32504641,-8.94415023
1237656494041727202,20.572741,18.506058,17.52042,17.051725,16.698154,4.32847343,13.76894341
1237656495115469014,19.875212,17.19611,15.717942,14.906811,14.68227,4.32975833,14.69000214
1237653650763022603,19.636856,18.830927,18.109829,17.704498,17.497765,4.34211781,14.11421708
1237656495652405394,20.320723,18.248758,17.231714,16.758215,16.391138,4.35277037,15.04285824
1237652946380062841,19.667179,17.657551,16.780289,16.360039,16.059834,4.35281861,-10.84848894
1237657189833376029,15.945993,14.72005,14.009733,13.638435,13.335505,4.35763941,-0.97850635
1237657189833376029,15.945993,14.72005,14.009733,13.638435,13.335505,4.35763941,-0.97850635
1237663783662452835,20.454128,19.446905,18.690582,18.314867,18.169172,4.36053423,-0.2239754
1237656495115534758,25.584087,21.277452,19.428246,18.45583,17.987123,4.36690298,14.762936
1237663783662452839,19.836765,18.508194,17.764872,17.361731,17.064425,4.36782512,-0.29638625
1237663782588711219,20.501125,19.44426,18.61307,18.251209,17.824207,4.37003843,-1.20062135
1237663277929660648,19.058922,17.54748,16.745981,16.329554,15.969254,4.37434181,0.55115257
1237663277929660696,20.199337,18.834358,18.089378,17.671614,17.450531,4.37494189,0.60257686
1237663782588711261,24.929935,20.22127,18.450249,17.824928,17.340046,4.39121971,-1.19068481
1237663278466531442,20.191561,19.340145,18.851606,18.569191,18.487846,4.39907437,0.97437395
1237657191443989039,22.993187,21.323423,19.625204,18.878242,18.44965,4.40232182,0.37763958
1237663783125581970,19.96229,19.019058,18.428518,18.034103,17.867382,4.41024233,-0.68258392
1237656495652405540,26.224108,20.312462,18.43404,17.765532,17.396536,4.41712725,15.13288581
1237656494578663622,25.630756,20.286486,18.520329,17.871017,17.485889,4.41790653,14.349605
1237657191980859623,20.80871,19.933821,19.190367,18.820936,18.574234,4.42972009,0.64039404
1237672796109537480,23.958805,21.787497,19.760153,18.859205,18.530184,4.43135966,-9.8583926
1237653652373700838,19.130104,18.610769,18.108068,18.057724,17.656216,4.43292103,15.41539603
1237652947990675686,19.007162,17.881607,17.476765,17.22057,17.037066,4.44686988,-9.78901635
1237653651836830308,23.474117,21.057158,19.212757,18.359159,17.9338,4.45021989,14.88523844
1237652948527546431,21.451622,19.78706,18.219934,17.613485,17.220463,4.45427631,-9.24533979
1237652949064417469,26.092781,20.138338,18.371342,17.791355,17.411436,4.4601617,-8.76180705
1237652946916934157,22.474295,20.960268,19.141808,18.368105,17.932188,4.46488306,-10.58066854
1237657192517795970,19.868322,18.531376,17.72283,17.305143,17.0804,4.46501743,1.18481198
1237656494041792709,19.977304,18.396133,17.599358,17.108648,16.717003,4.46566594,13.79768351
1237657192517796253,25.081795,21.539589,19.723124,18.915966,18.398077,4.4664417,1.13808922
1237657192517795974,19.574238,18.083603,17.160294,16.71229,16.415203,4.46751031,1.19927118
1237656494041792642,19.316071,17.948877,17.253578,16.824276,16.54348,4.46951657,13.80778711
1237663782588711377,20.052704,19.119318,18.5369,18.140598,18.031633,4.47006591,-1.21685503
1237672796109537435,26.177393,19.695845,18.12265,17.527094,17.192846,4.47178058,-9.91310911
1237663784199323879,19.495039,18.262598,17.643467,17.292023,17.048656,4.48048545,0.13934263
1237663783125582004,19.043955,17.932978,17.205503,16.798347,16.481691,4.48287218,-0.67430261
1237657192517795990,20.164005,19.296171,18.753803,18.418903,18.23893,4.48307588,1.14181289
1237663784199323880,18.299431,16.621588,15.809208,15.405183,15.077892,4.48399544,0.14082042
1237653650763088035,18.866886,16.283474,15.050036,14.601042,14.366442,4.49273859,14.14297998
1237663277929726257,20.526751,18.823235,17.828619,17.367643,17.004576,4.49440425,0.51896765
1237652948527612243,23.293571,20.787832,19.076328,18.297062,17.937241,4.49633151,-9.35940296
1237657190370312290,19.174065,18.261011,18.042538,17.698114,17.698486,4.49892336,-0.45874515
1237663782588776615,20.419388,19.529009,19.012829,18.696146,18.589851,4.50871817,-1.23917126
1237663782588776691,21.023787,19.773323,19.101629,18.712477,18.602566,4.52226044,-1.10171011
1237657190907183356,23.191038,20.578392,18.812572,18.139145,17.795998,4.52679144,-0.15428341
1237653653447508089,19.384706,18.058153,17.496008,17.146755,16.97831,4.52710663,16.14555169
1237652900213227778,25.269836,20.593525,18.860064,18.10491,17.734102,4.54005329,-10.37322673
1237653652910637533,21.586725,20.28059,18.501013,17.827803,17.39991,4.54736602,15.80636961
1237657190370312316,19.338253,17.458378,16.564608,16.152657,15.812385,4.55200753,-0.61330169
1237652946380128469,22.402607,20.844444,18.993088,18.285349,17.810667,4.5536627,-10.864382
1237652946916999639,22.966412,21.331322,19.518173,18.874342,18.604225,4.56070071,-10.520129
1237652946916999268,20.666605,18.567228,17.514572,17.078405,16.740768,4.56156477,-10.49889208
1237657191980925737,22.421965,19.90457,18.11116,17.476389,17.180019,4.56406,0.7744758
1237653652373766740,26.641249,21.144115,19.248608,18.453236,17.911951,4.59004416,15.29842064
1237652948527612116,20.994751,19.349409,18.145815,17.619923,17.265022,4.59272189,-9.36104712
1237663278466662547,19.648268,18.657537,18.042393,17.63632,17.46224,4.59890755,0.99009781
1237653653447508137,19.297577,17.350433,16.391167,15.955303,15.60531,4.60606845,16.13096721
1237653652373766788,21.815292,21.073233,19.396452,18.539448,18.022221,4.60635947,15.35671423
1237652947990741559,21.948923,21.27496,19.496466,18.652927,18.227697,4.60882676,-9.69411639
1237663783662518408,20.618444,18.534384,17.445164,16.99441,16.669081,4.6185298,-0.33171156
1237657190370377822,19.466843,18.126322,17.705994,17.408678,17.485849,4.62134066,-0.53934349
1237672796109602841,24.12488,20.60339,18.821741,18.197241,17.820927,4.62586396,-9.9479311
1237652948527612124,21.786402,19.483109,17.950516,17.367678,17.013723,4.62778019,-9.35254624
1237652949064482860,24.443691,24.090317,19.508066,18.549255,18.220125,4.62982888,-8.78338248
1237657191980990661,21.68642,20.371489,18.589834,17.961824,17.586117,4.63062897,0.81134062
1237657192517861552,21.646812,19.616844,18.148762,17.609037,17.257053,4.635974,1.22716017
1237653651300024597,22.911814,20.667713,18.733564,18.058834,17.727106,4.63922858,14.37296376
1237656495115665627,22.57737,20.192024,18.461824,17.792141,17.366674,4.65503514,14.73931922
1237657190907248903,21.965147,19.855007,18.109165,17.497797,17.108086,4.66347779,-0.07422062
1237663784199455033,21.826208,20.482817,18.653168,17.976513,17.624704,4.66537371,5.45033359E-3
1237678617419907146,19.042688,17.936985,17.392595,16.960554,16.804712,4.66679809,1.26086333
1237653651300090150,21.792665,20.610424,18.751728,18.057684,17.547838,4.66707313,14.41316398
1237663783662584000,20.751955,19.676483,18.98465,18.561628,18.27363,4.6729574,-0.26035624
1237656496726278567,21.442217,20.682158,18.950457,17.823212,17.299656,4.69871577,16.03738156
1237663783662583938,18.766867,17.490902,16.871313,16.46166,16.212095,4.70928604,-0.30389141
1237653653447573538,19.062019,17.239168,16.360723,15.892242,15.603885,4.71260114,16.17878574
1237657190907248936,22.514067,20.12133,18.416634,17.767828,17.353712,4.71396048,-0.0758
1237653652373832233,22.382505,21.500658,19.543259,18.653687,18.093336,4.72372372,15.28652631
1237663784199454967,20.01667,18.948465,18.244381,17.818909,17.60919,4.72748155,0.09934501
1237657190370443602,25.736408,20.444906,19.321482,18.764002,18.44891,4.74175128,-0.5634192
1237657189833572408,19.662479,18.752611,18.270966,17.934072,17.872128,4.74218063,-0.95161233
1237657191444185298,23.644217,19.980848,18.244623,17.606268,17.230335,4.74223716,0.2625685
1237657192517926984,20.107937,18.304293,17.446707,17.094727,16.804029,4.75276851,1.0872345
1237653653447573666,19.838455,18.496038,17.636454,17.172993,16.899961,4.7547915,16.18935663
1237663782588842268,19.801504,18.27533,17.374781,16.947884,16.659302,4.76285877,-1.1510764
1237657190907314321,19.861195,18.976721,18.386251,18.065989,17.945757,4.76647297,-0.15688637
1237657190907314638,22.375038,21.179258,19.31465,18.574375,18.134525,4.77545337,-0.10810626
1237656495652536929,23.677744,20.164402,18.431278,17.718605,17.267286,4.78106641,15.12749904
1237657189833572424,19.182156,18.586136,18.204403,17.897974,17.857725,4.78148293,-0.87710846
1237663782588842233,18.842651,16.838638,15.877998,15.431588,15.074785,4.7826755,-1.25021748
1237657192517926993,19.774469,17.872732,16.870926,16.452261,16.101007,4.78654774,1.15795005
1237653653447573689,20.412271,18.612272,17.706238,17.291439,16.952723,4.78973692,16.21766991
1237652948527743239,23.307579,21.061512,19.293638,18.576982,18.162037,4.79178742,-9.18338026
1237653650763219222,22.457882,19.588459,18.058039,17.507534,17.147573,4.79965389,14.11038938
1237656494041923738,19.242535,17.830965,17.183903,16.808109,16.568142,4.80050061,13.7692614
1237663783662649538,22.722475,19.987373,18.340908,17.740038,17.275713,4.80262537,-0.39673683
1237657190907314764,21.333042,19.916344,18.382311,17.758293,17.302341,4.81383779,-0.19965474
1237657190907314351,21.660936,19.985081,19.304569,19.293858,18.68364,4.82195921,-0.0542031
1237657191981056142,20.804205,18.538132,17.581816,17.207956,16.933371,4.82549382,0.68510999
1237663278466728105,20.044529,18.880655,18.426508,18.101744,17.987358,4.83325412,0.97547441
1237672796109799752,22.597778,21.982641,20.728539,19.432257,18.872866,4.83631094,-10.35313466
1237653651837026450,22.66794,20.693319,18.81768,18.140076,17.723442,4.84077143,14.93815462
1237663783662649445,20.863617,19.919273,19.356655,18.945227,18.826088,4.84266857,-0.25743115
1237656495115731174,21.407158,19.625856,17.981096,17.343031,16.989098,4.84977367,14.65308533
1237663277929857270,20.053188,19.158257,18.737436,18.524294,18.412333,4.85643497,0.43572916
1237657191444185290,19.000549,17.368923,16.515265,16.094215,15.7619,4.88823293,0.40095603
1237657191981121610,19.50598,18.762953,18.285664,17.930742,17.826097,4.89889253,0.71838852
1237663783662649507,19.6497,18.499094,17.84939,17.476568,17.251726,4.90004461,-0.28814494
1237663783125778564,20.065222,18.90984,18.399956,18.077982,17.813015,4.90604404,-0.74080319
1237657190907379817,20.617733,18.626436,17.53463,17.046284,16.685513,4.9141056,-0.13147428
1237652947990872217,23.776352,20.763857,19.000158,18.425209,18.091991,4.91921365,-9.67822427
1237656495115731130,23.842434,20.28952,18.546177,17.931961,17.534222,4.92685246,14.72703286
1237663784199520536,19.024736,17.093899,16.054291,15.593444,15.199443,4.92820705,0.10263328
1237652630711304313,19.182207,18.527466,18.318098,17.971754,18.020187,4.93133246,-9.55471256
1237663277929922703,21.756226,20.353758,18.588051,17.962765,17.568092,4.93746141,0.46768804
1237653651837026532,19.297373,18.041758,17.286411,16.891809,16.642672,4.94042441,14.98191836
1237663783662715307,22.716352,20.513819,18.784138,18.131811,17.656031,4.94042638,-0.37317349
1237657190370509078,20.151382,19.054085,18.326324,17.95833,17.724987,4.96150428,-0.45315477
1237653651300221117,21.96549,20.010313,18.3895,17.769436,17.35741,4.97159973,14.52028995
1237657191444250800,20.283546,19.240141,18.610573,18.257519,18.112867,4.97439919,0.32910833
1237653651300221135,21.855778,20.164381,18.564901,17.944048,17.547672,4.99043513,14.49201252
1237656495652667798,21.823437,20.122597,18.271259,17.679829,17.229389,4.99290752,15.16192452
1237656495115796728,22.32375,20.035501,18.295786,17.625343,17.26827,4.99443804,14.60859512
1237657190907379894,20.892391,18.459778,17.469963,16.94969,16.518524,5.01527675,-0.19264289
1237653650763350251,22.892004,20.457487,18.69273,18.038324,17.64238,5.01724583,14.10713656
1237663782588973185,17.878693,16.447273,15.729261,15.338618,15.058627,5.02040958,-1.24987791
1237652629637628015,20.370564,18.67565,17.771065,17.292181,16.949354,5.03540638,-10.37381736
1237663783662715045,20.316296,19.086903,18.319407,17.922812,17.734797,5.04560743,-0.36614851
1237663784199585941,20.924454,18.829622,17.409258,16.900703,16.532358,5.05318694,0.08066168
1237657192518058096,20.131195,18.654467,17.275452,16.762087,16.385624,5.05847887,1.17137245
1237652946380325047,20.74962,19.480324,18.489386,18.029806,17.852686,5.06352651,-10.99217406
1237663784199585976,19.021049,18.25893,18.021191,17.645226,17.649639,5.0636947,0.1852844
1237657191981187277,20.290888,19.540493,18.823132,18.372326,18.183477,5.06721872,0.68314346
1237653650763350236,22.036062,19.168039,17.75292,16.487831,15.780482,5.07798299,14.10019177
1237657192518058186,21.327274,19.314865,17.74494,17.173162,16.775709,5.08187473,1.15867389
1237663277929988241,20.274546,19.385242,19.007437,18.430233,18.587511,5.09005284,0.505975
1237663783662780876,22.540565,20.835178,19.078718,18.43149,18.006353,5.09182928,-0.21995945
1237653651837092070,22.622429,20.619644,18.710548,18.040892,17.635952,5.09729528,14.98465606
1237672796110192686,18.662157,17.512791,16.894569,16.448244,16.202145,5.10421075,-11.23341624
1237663278466859158,19.594656,18.535151,18.089125,17.782715,17.659351,5.10504827,0.84643578
1237657190907445310,18.295246,16.694994,15.621883,15.140613,14.576673,5.10739624,-0.05662489
1237657192518058202,22.002611,19.752573,18.117336,17.557022,17.197006,5.11010015,1.12660049
1237652949064745208,23.758844,20.615324,18.842676,18.1071,17.732027,5.11084949,-8.887375
1237657191444316292,19.217451,18.104822,17.736864,17.469395,17.298122,5.11802796,0.24612999
1237657191444316294,18.625349,17.528307,17.04451,16.674324,16.495852,5.12080601,0.30070875
1237657190907445483,19.945005,18.098053,17.196283,16.796335,16.45977,5.13663699,-0.18846838
1237656242784895159,17.429043,15.871751,15.101004,14.703801,14.393975,5.14104692,15.6293902
1237652946917261402,24.422764,20.905199,19.136019,18.475513,18.087475,5.1429246,-10.45339708
1237657192518058141,21.171959,19.257763,17.808477,17.249243,16.915134,5.14654612,1.07513934
1237663782589038884,21.097431,18.76664,17.456161,16.978081,16.594786,5.14950191,-1.14412838
1237663783662780702,21.845753,19.48987,17.975327,17.344559,16.886131,5.16281414,-0.22865263
1237663783125909766,19.604446,18.469553,17.927122,17.640978,17.474377,5.16320914,-0.63829112
1237652947454132572,22.919254,21.227484,19.365532,18.621748,18.282808,5.16777673,-10.02634798
1237652900750360673,21.183781,19.692015,18.356018,17.766336,17.346119,5.17302556,-9.80829571
1237653652374028515,23.597757,20.507833,18.799498,18.161112,17.803272,5.18272303,15.23482957
1237663716016587017,22.633879,21.191465,19.115646,18.415237,17.95396,5.19366605,0.53583461
1237663716016586976,20.801992,18.996126,17.787043,17.258936,16.911972,5.21190502,0.49167297
1237653651837157426,22.928915,21.464937,19.703131,18.871773,18.317671,5.21766041,14.86583824
1237657191981252729,19.532236,18.814968,18.188635,17.788664,17.60129,5.22214867,0.63687906
1237653650763415652,24.900053,20.846058,19.284636,18.580128,18.504833,5.22393761,13.96482985
1237663716016652648,23.093002,21.213169,19.325436,18.515089,18.135952,5.23778205,0.60295122
1237653651837157626,22.514257,20.380136,18.665068,18.00367,17.622416,5.23810376,14.84907342
1237663782589104218,19.1611,17.382298,16.515276,16.041136,15.701303,5.24230601,-1.2521775
1237653652374028853,24.003277,20.701899,19.052715,18.369015,17.97073,5.24632091,15.36274265
1237663278466924740,19.077116,17.879517,17.087763,16.657347,16.378262,5.24778953,0.87863492
1237657190370640040,24.814497,20.89535,19.060764,18.372231,17.860437,5.24815155,-0.56546132
1237663278466924794,21.346914,19.388327,17.945303,17.411634,17.083944,5.24851678,0.89896761
1237657190370640043,19.620449,17.797171,16.922731,16.534531,16.21916,5.24919104,-0.57507143
1237657191444382259,23.098103,20.742029,18.894175,18.262339,17.876875,5.25000692,0.24190976
1237663278466924652,19.788872,18.257536,17.241846,16.80904,16.500177,5.25229384,0.8773133
1237663782589104229,19.294397,18.014803,17.282413,16.880062,16.603136,5.2538226,-1.25446903
1237657191444381869,21.589092,20.064077,18.350122,17.75794,17.335443,5.27082171,0.23504852
1237657191444381875,20.896255,18.896544,17.54874,17.028265,16.706251,5.27170273,0.25026233
1237656496189669511,18.539272,17.001598,16.197412,15.728585,15.3805,5.27976629,15.4543462
1237653652374094195,22.949902,20.860714,19.118156,18.390465,17.869272,5.28196236,15.28249729
1237653650763481491,24.030296,21.086231,19.51297,18.663113,18.165775,5.28978489,14.01681453
1237657189833769199,20.437122,18.648323,17.669102,17.25741,16.903442,5.29072847,-0.9299087
1237653650763481513,23.961838,21.007032,19.233843,18.49416,17.989016,5.29775261,14.06652714
1237657189833769382,19.410505,18.099594,17.49996,17.175098,17.042673,5.29804179,-0.97234775
1237653651837222927,20.327545,18.928503,18.078564,17.721697,17.235247,5.30255018,14.81801002
1237652949064810642,19.626638,18.361044,17.676912,17.298332,16.974592,5.30402998,-8.81682188
1237663783125975320,22.198996,20.235037,18.38512,17.725061,17.249577,5.30401179,-0.71433302
1237657189833769387,20.361546,18.422873,17.378189,16.839781,16.420307,5.30574714,-0.97961425
1237652629637759136,23.87162,20.589485,18.775661,18.140072,17.778543,5.31451503,-10.27973496
1237656495652798780,22.952034,20.832403,18.871994,18.227488,17.852688,5.31731168,15.03341012
1237663783125975165,19.435869,17.384491,16.370708,15.920454,15.548798,5.31929033,-0.83669347
1237673019446329384,20.208778,19.358242,18.723955,18.420576,18.253691,5.32542055,-11.16974884
1237652947991068782,18.961372,17.051991,16.115746,15.678197,15.319008,5.32598076,-9.73587344
1237657191981252797,20.212196,19.36614,18.778728,18.325098,18.129078,5.33206117,0.63382834
1237656494579057105,23.660135,21.805855,19.851128,18.96594,18.481932,5.33519037,14.20819088
1237663784199717125,22.257706,20.212675,18.542459,17.934366,17.620186,5.34301734,0.05061537
1237656494579057134,25.048962,20.570473,18.786999,18.148857,17.732992,5.34344174,14.33970836
1237656495652798796,21.869274,20.088688,18.384285,17.76679,17.342392,5.34421715,15.0655357
1237663782589104277,17.978657,16.065523,15.163886,14.75087,14.458554,5.34446705,-1.20935778
1237663782589104278,19.266514,17.256884,16.303596,15.859955,15.560575,5.34508284,-1.21856274
1237663278466990264,21.759253,20.378906,18.580458,17.917162,17.54776,5.37219423,0.90971328
1237657189833834664,20.290388,18.143955,17.005005,16.533737,16.183136,5.3800376,-1.02152248
1237663783126040924,23.323622,20.659523,18.886965,18.248852,17.82424,5.39914862,-0.67980857
1237652946380521801,21.700321,19.606686,17.976442,17.380901,17.036442,5.40010422,-10.84356914
1237657191444447472,20.991398,19.08943,17.761641,17.230629,16.86451,5.40511274,0.27272791
1237656496189669638,25.593426,20.146828,18.454012,17.824188,17.496222,5.40845039,15.44520682
1237663783126040742,20.300207,18.309185,17.33746,16.905443,16.561502,5.41673898,-0.76478078
1237657189833834754,19.68576,17.552801,16.523115,16.092737,15.706266,5.43227378,-0.85436318
1237657189833834755,20.157806,18.221607,17.211739,16.746115,16.488354,5.43314175,-0.85364963
1237657191444447422,20.124336,19.180845,18.75835,18.34939,18.256746,5.44381927,0.31732121
1237663782589169768,19.728712,18.137878,17.120953,16.691345,16.351162,5.45042448,-1.24959318
1237657191444447486,21.545034,19.566071,18.016256,17.45216,17.108822,5.45791963,0.36597192
1237652947991134396,23.662161,21.088791,19.255281,18.438604,17.966045,5.45868313,-9.72842255
1237652630711566590,21.718786,21.124224,19.559908,18.736217,18.183153,5.45895434,-9.4683669
1237663784199782606,23.052433,19.702482,18.138145,17.531296,17.16427,5.47231404,0.05610151
1237657189833834814,20.564278,18.732019,17.725006,17.304358,16.946369,5.48292766,-1.00103218
1237657189833900188,20.090813,18.147221,17.119108,16.670895,16.311504,5.49081546,-0.95139942
1237653650763547006,22.66416,21.044609,19.186693,18.52968,18.089981,5.49230751,14.0583396
1237653652374159634,22.098688,19.722223,17.953602,17.318401,16.887243,5.49524498,15.25105743
1237657189833900334,19.001663,17.651499,17.060633,16.689531,16.503502,5.49986803,-0.98352003
1237656494579122331,22.247972,19.43045,18.082352,17.499643,17.107033,5.50238518,14.27170528
1237663782589169789,20.157072,18.568562,17.604506,17.143692,16.774391,5.50455365,-1.21095928
1237652946380522050,23.35218,20.742683,18.920614,18.269438,17.956217,5.50726711,-10.84033382
1237663783126040837,19.89076,18.167442,16.967991,16.466293,16.081142,5.52556414,-0.83560794
1237656496726606321,21.286766,20.371368,18.524002,17.840376,17.506941,5.52591969,15.90201438
1237657191444513206,20.939739,20.108728,18.375612,17.601242,17.110846,5.52697686,0.23647829
1237663716016718022,22.163946,20.348503,18.617168,17.962313,17.583969,5.52762406,0.49891884
1237657190907641970,19.719835,18.65295,18.250744,17.932493,17.852896,5.53148131,-0.10198368
1237653652374159640,21.947605,20.431822,18.624735,17.999191,17.584629,5.53451759,15.30123764
1237657192518255009,23.315611,20.708845,18.993872,18.356745,17.991795,5.53525809,1.21671024
1237657191444512854,18.017851,16.092777,15.21613,14.765244,14.437293,5.53623601,0.36681214
1237652630711566732,20.346037,18.798098,17.889723,17.384602,16.97261,5.55230657,-9.57729213
1237656495115993354,26.1378,20.568724,18.808342,18.115227,17.669268,5.55490102,14.7479947
1237656495652864228,23.078764,21.038317,19.162945,18.43153,17.941641,5.5605916,15.06263508
1237656495652864169,19.63677,18.903303,18.671251,18.299608,18.283014,5.56142661,15.0436929
1237652947991200068,23.052778,22.154079,20.284834,19.644533,18.990168,5.56570126,-9.72872002
1237657190907642153,23.666708,20.932465,19.131746,18.351757,17.999628,5.58605144,-0.20586225
1237663784199848167,21.38566,19.241772,17.707752,17.106497,16.686052,5.59129047,0.19003155
1237652901824299063,19.952612,17.902674,16.869198,16.423574,16.039433,5.59575861,-9.04637617
1237663783126106255,18.905006,17.485176,16.999069,16.742828,16.589685,5.60515738,-0.77179649
1237653651837354332,22.56424,20.634693,18.749352,18.047146,17.549328,5.60868639,14.97665697
1237663716016783569,25.780758,20.511728,18.714651,18.076227,17.661503,5.61680709,0.50705283
1237652629101019240,19.500153,17.536022,16.680164,16.16407,15.759793,5.6177337,-10.69849682
1237652949064941677,19.841507,18.28079,17.268309,16.801472,16.408119,5.62379979,-8.82842228
1237653651837354191,24.152838,20.816704,18.753366,18.0588,17.625916,5.6300431,14.80474975
1237652949064941688,20.638607,18.750769,17.667875,17.212143,16.863016,5.63234166,-8.83154119
1237652946917458071,21.978462,19.840988,18.252716,17.667917,17.308033,5.63397125,-10.4302099
1237653652911095926,19.317396,17.239799,16.21418,15.726502,15.383188,5.63936867,15.66189684
